MaxReturn,LossBefore,Perplexity,Time,MaxKL,Entropy,AverageReturn,ItrTime,TotalExecTime,NumTrajs,LossAfter,MinReturn,StdReturn,AveragePolicyStd,MeanKL,ExplainedVariance
3700.0,-0.00011625,11.7087,8.101515293121338,1.04276,2.46033,860.0,8.101520538330078,8.037984132766724,20,-0.049778,0.0,934.558719396,0.828509,0.458567,0.0543727365673
28500.0,-0.00702089,11.7073,15.973463296890259,0.661795,2.46021,21850.0,7.866461753845215,7.815112352371216,20,-0.069316,16200.0,3036.03359665,0.828365,0.393862,0.564244048236
40800.0,-0.00521984,11.6663,23.841156482696533,0.0828887,2.4567,40130.0,7.85926079750061,7.833961248397827,20,-0.0120915,39000.0,502.095608425,0.826904,0.0225912,0.984484287505
40300.0,-0.0101749,11.6359,31.32921266555786,0.0233499,2.45409,39270.0,7.485409498214722,7.446059465408325,20,-0.0124219,38000.0,741.012820402,0.825743,0.00266757,0.979252033264
40800.0,-0.0225246,11.5768,39.16533041000366,0.0466113,2.44901,38500.0,7.831195831298828,7.775669813156128,20,-0.0260429,26500.0,2878.36759292,0.82373,0.0058777,0.948876855814
41400.0,0.00282216,11.4472,47.12285089492798,0.034719,2.43774,39490.0,7.936115264892578,7.90103006362915,20,-0.0020921,37000.0,1016.31687972,0.818959,0.022235,0.975581029139
40900.0,0.0106632,11.4634,54.934457540512085,0.0101106,2.43916,39635.0,7.805124282836914,7.775505542755127,20,0.00867962,37100.0,808.872672304,0.819437,0.00500128,0.98086058899
