AverageReturn,Entropy,MeanKL,LossBefore,AveragePolicyStd,MaxKL,Perplexity,MaxReturn,NumTrajs,ExplainedVariance,MinReturn,TotalExecTime,LossAfter,StdReturn,Time,ItrTime
70.0,2.72206,0.448816,0.0254077,0.947542,6.17935,15.2117,400.0,20,0.249908229718,0.0,5.928552865982056,-0.0556967,114.455231423,5.996096849441528,5.996099472045898
240.0,2.74747,0.22153,-0.0288112,0.960646,4.66654,15.6031,300.0,20,0.913179977553,200.0,5.412074327468872,-0.022224,48.9897948557,11.506216526031494,5.505472183227539
435.0,2.73306,0.0330271,0.0188399,0.953492,0.436343,15.3799,900.0,20,0.854816279207,300.0,5.465253829956055,0.0146311,123.592070943,17.002930164337158,5.493043899536133
695.0,2.74248,0.0573462,0.0384966,0.958069,0.484039,15.5255,1500.0,20,0.609602954689,100.0,5.845966339111328,0.0206344,330.870065131,22.905577659606934,5.894700288772583
6255.0,2.76173,0.290141,0.0306723,0.966891,1.02176,15.8272,10800.0,20,0.412583295432,500.0,5.769252777099609,-0.044886,2572.63969494,28.716076612472534,5.806720733642578
22020.0,2.77707,0.0881207,-0.0285485,0.974286,0.228372,16.0718,23000.0,20,0.970362840342,20100.0,5.753645420074463,-0.0554835,862.322445492,34.527263164520264,5.8075127601623535
21960.0,2.76279,0.142347,-0.00152554,0.966915,1.18669,15.844,23200.0,20,0.962232401601,18200.0,5.659640550613403,-0.0339432,1301.69120762,40.23672652244568,5.7040979862213135
