MaxReturn,TotalExecTime,NumTrajs,MeanKL,LossAfter,AverageReturn,Entropy,Time,MinReturn,AveragePolicyStd,LossBefore,ItrTime,ExplainedVariance,MaxKL,StdReturn,Perplexity
0.0,17.219406366348267,20,0.0,-0.0,0.0,2.849,17.46778178215027,0.0,1.00568,-0.0,17.467787981033325,1,0.0,0.0,17.2706
300.0,16.75896406173706,20,2.31072,0.0955062,15.0,2.849,34.56427335739136,0.0,1.00568,0.0320404,17.08761501312256,0.13360768875,281.404,65.3834841531,17.2706
0.0,16.426550149917603,20,0.0,-0.0,0.0,2.86502,51.16181659698486,0.0,1.01386,-0.0,16.578129053115845,1,0.0,0.0,17.5495
200.0,16.11755394935608,20,0.326476,-0.0118875,15.0,2.86502,67.47628021240234,0.0,1.01386,0.0166638,16.3105251789093,0.0504855114764,42.5745,47.6969600708,17.5495
400.0,16.697431564331055,20,0.919607,0.0587868,30.0,2.87336,84.38242626190186,0.0,1.01814,0.000234872,16.897131204605103,0.0676780697906,104.566,95.3939201417,17.6963
100.0,16.25742816925049,20,0.159545,-0.0184904,5.0,2.87347,100.90889692306519,0.0,1.01828,-0.0181583,16.482826948165894,0.021157613105,22.2952,21.7944947177,17.6984
200.0,16.182180404663086,20,0.000733602,-0.00130759,20.0,2.86439,117.31709742546082,0.0,1.01366,8.22507e-05,16.400943756103516,0.062488732379,0.0531408,60.0,17.5384
