MaxKL,MeanKL,TotalExecTime,LossBefore,StdReturn,ExplainedVariance,MinReturn,Perplexity,Time,NumTrajs,MaxReturn,AveragePolicyStd,Entropy,ItrTime,LossAfter,AverageReturn
0.0,0.0,17.15105128288269,-0.0,0.0,1,0.0,17.1021,17.433804273605347,20,0.0,1.00066,2.8392,17.433810234069824,-0.0,0.0
0.0,0.0,15.979290962219238,-0.0,0.0,1,0.0,17.1021,33.65646934509277,20,0.0,1.00066,2.8392,16.195427417755127,-0.0,0.0
0.0,0.0,16.969813108444214,-0.0,0.0,1,0.0,17.1021,50.685511112213135,20,0.0,1.00066,2.8392,17.01633882522583,-0.0,0.0
418.72,4.05989,14.433061599731445,-0.0107108,43.5889894354,0.16730669029,0.0,17.1021,65.30618810653687,20,200.0,1.00066,2.8392,14.595638036727905,-0.341895,10.0
7.34407,0.0400668,15.972341537475586,-0.00789774,43.5889894354,0.078642904027,0.0,17.0107,81.48649263381958,20,200.0,0.997987,2.83385,16.157963275909424,-0.00734137,10.0
0.0739553,0.00133986,14.997128248214722,0.00484381,43.5889894354,0.115030538663,0.0,16.9437,96.62604832649231,20,200.0,0.996024,2.8299,15.110793352127075,0.00350277,10.0
1294.69,19.15,15.660507440567017,0.0181819,47.6969600708,0.107516646899,0.0,16.9848,112.49005103111267,20,200.0,0.997248,2.83232,15.808956861495972,2.94956,15.0
