MaxKL,ItrTime,Time,MeanKL,MinReturn,TotalExecTime,LossBefore,MaxReturn,Entropy,Perplexity,NumTrajs,ExplainedVariance,AverageReturn,LossAfter,AveragePolicyStd,StdReturn
40.0475,10.336849689483643,10.336843490600586,0.475557,0.0,10.141268968582153,0.0147996,1900.0,2.83651,17.0561,20,0.145340059581,95.0,-0.058067,0.999438,414.095399636
29.6394,13.960524797439575,24.30383276939392,0.195097,0.0,13.68259334564209,-0.0114497,700.0,2.85131,17.3105,20,0.130118845445,35.0,0.000579637,1.00678,152.561463024
0.263706,15.750885725021362,40.06777095794678,0.00171886,0.0,15.608631134033203,0.0257387,1400.0,2.84558,17.2116,20,0.159999295834,150.0,0.0235569,1.0039,374.83329628
0.653823,15.083397150039673,55.157121896743774,0.00356426,0.0,14.809165477752686,0.00800821,200.0,2.85846,17.4346,20,0.0831676539061,10.0,0.00652988,1.01039,43.5889894354
1074.86,14.076879262924194,69.25231385231018,9.0594,0.0,14.00151801109314,0.0249917,1200.0,2.86246,17.5045,20,0.149370740252,80.0,0.466548,1.01244,271.293199325
0.000419112,14.305265665054321,83.62802171707153,6.31924e-05,0.0,14.250520467758179,0.0114326,800.0,2.87495,17.7246,20,0.15641554157,60.0,0.0107474,1.01882,190.787840283
10.1367,15.145855903625488,98.79423260688782,0.0695373,0.0,15.007168769836426,0.00488461,400.0,2.88067,17.8262,20,0.105305711099,20.0,0.00487837,1.02172,87.1779788708
