AverageReturn,ExplainedVariance,LossBefore,MeanKL,MinReturn,NumTrajs,Time,ItrTime,TotalExecTime,StdReturn,Entropy,Perplexity,MaxKL,MaxReturn,LossAfter,AveragePolicyStd
800.0,0.469741399975,0.00670592,0.0365299,0.0,20,14.30534315109253,14.305344343185425,14.190645217895508,1083.51280565,3.08155,21.7921,4.50523,4000.0,-0.00800894,1.12957
255.0,0.470807046374,-3.84725e-05,0.00232551,0.0,20,27.12714672088623,12.818486213684082,12.718741416931152,663.682906214,3.08825,21.9387,0.301486,2800.0,-0.00231103,1.13336
630.0,0.400662744878,-0.00995291,0.00372367,0.0,20,39.76442551612854,12.629796981811523,12.58384084701538,1120.31245642,3.08823,21.9383,0.872692,4800.0,-0.0118521,1.13335
935.0,0.475871489885,0.00252019,0.00177066,0.0,20,53.816352128982544,14.045755624771118,13.998264789581299,1133.25857597,3.08326,21.8294,0.242116,4100.0,-0.000147196,1.13054
770.0,0.501767794589,-0.00620855,0.00200728,0.0,20,67.2182891368866,13.39768099784851,13.311291456222534,1214.94855858,3.08452,21.8569,0.0514214,4600.0,-0.00943939,1.13125
930.0,0.526760748547,-0.00109514,0.00209008,0.0,20,79.44244337081909,12.210594892501831,12.152164936065674,1375.89970565,3.08141,21.7892,0.114562,3900.0,-0.00365092,1.12949
860.0,0.622922062058,-0.000465885,0.00270631,0.0,20,92.49822640419006,13.050609588623047,12.973835945129395,1423.51677194,3.08087,21.7773,0.487262,4300.0,-0.00381258,1.12918
