NumTrajs,StdReturn,ItrTime,LossBefore,AverageReturn,Entropy,MaxKL,LossAfter,MaxReturn,MeanKL,MinReturn,ExplainedVariance,Time,Perplexity,TotalExecTime,AveragePolicyStd
20,355.633238042,13.223731756210327,-0.00209572,305.0,3.08155,4.49362,-0.010233,1000.0,0.0392877,0.0,0.401287152462,13.223727464675903,21.7921,13.16574478149414,1.12957
20,422.936165396,13.3987557888031,-0.0161685,375.0,3.07945,1.03332,-0.0183106,1500.0,0.00546832,0.0,0.337304354292,26.626744985580444,21.7465,13.291276931762695,1.12841
20,555.877684387,13.535518407821655,0.00223974,500.0,3.07137,1.62392,0.000943949,1800.0,0.0134746,0.0,0.342389681738,40.16914391517639,21.5714,13.481152057647705,1.12384
20,399.874980463,13.435951232910156,-0.0207906,390.0,3.07249,0.307692,-0.0225958,1200.0,0.00275086,0.0,0.291026177153,53.613115549087524,21.5956,13.373531818389893,1.12447
20,498.472667255,14.759012222290039,0.00460196,655.0,3.06209,0.398275,0.000189301,1400.0,0.00989502,0.0,0.305934211472,68.378746509552,21.3722,14.687008142471313,1.11864
20,740.607858451,14.126741170883179,-0.000812918,950.0,3.06439,0.42354,-0.0029046,2400.0,0.00534154,0.0,0.344312973776,82.513503074646,21.4215,14.054107666015625,1.11993
20,955.968095702,14.226166725158691,-0.011116,725.0,3.06399,0.139095,-0.0140965,3600.0,0.00442864,0.0,0.381471503683,96.74440741539001,21.4128,14.173198461532593,1.11971
