MaxReturn,MeanKL,NumTrajs,AveragePolicyStd,MinReturn,StdReturn,Entropy,AverageReturn,ExplainedVariance,TotalExecTime,LossAfter,Perplexity,Time,LossBefore,ItrTime,MaxKL
200.0,0.0534285,40,0.58088,0.0,34.5506874027,1.73658,92.5,0.80913457984,6.510070085525513,-0.0198363,5.67789,6.5976269245147705,-0.00414693,6.597630500793457,0.365027
200.0,0.0225451,40,0.580414,0.0,31.224989992,1.73243,105.0,0.850795647656,6.800774574279785,0.00644834,5.65439,13.476734638214111,0.0210762,6.873876571655273,0.144649
200.0,0.0335272,40,0.583923,0.0,27.2717802866,1.74297,102.5,0.86381421556,6.722834587097168,-0.0276694,5.71429,20.24727749824524,-0.00908186,6.760018348693848,0.264972
200.0,0.00605855,40,0.582306,0.0,38.4057287393,1.73843,95.0,0.782448861658,6.096881866455078,-0.00598554,5.6884,26.421213388442993,0.00185758,6.164072036743164,0.0900593
200.0,0.0813246,40,0.582233,100.0,35.7071421427,1.73936,115.0,0.846296341829,6.614887714385986,-0.0167587,5.69369,33.118430852890015,0.0132268,6.682170152664185,0.303794
200.0,0.102402,40,0.58464,0.0,44.0879802214,1.74597,117.5,0.780263031938,5.983665943145752,-0.0163795,5.73147,39.16031098365784,0.0216397,6.035534620285034,0.421671
600.0,0.0884343,40,0.587196,100.0,113.77060253,1.75679,182.5,0.451321669289,6.233488082885742,0.00759015,5.79382,45.44117617607117,0.0336758,6.266147613525391,0.324974
