AverageReturn,StdReturn,AveragePolicyStd,Time,ExplainedVariance,ItrTime,Entropy,LossAfter,MinReturn,TotalExecTime,LossBefore,MeanKL,Perplexity,MaxKL,MaxReturn,NumTrajs
75.0,154.515371404,1.00066,16.115741968154907,0.482260150981,16.11574935913086,2.8392,44.0532,0.0,15.88047170639038,0.00847941,219.032,17.1021,25437.1,500.0,20
0.0,0.0,1.00491,31.862154722213745,1,15.724276065826416,2.84768,-0.0,0.0,15.46242642402649,-0.0,0.0,17.2477,0.0,0.0,20
35.0,152.561463024,1.00491,48.07164120674133,0.197953705586,16.19321322441101,2.84768,0.035252,0.0,16.052058696746826,-0.00914816,0.490664,17.2477,83.5677,700.0,20
5.0,21.7944947177,1.00262,65.07450699806213,0.0551508767214,16.982774257659912,2.84311,-0.185299,0.0,16.86143946647644,-0.010528,0.264826,17.169,33.6158,100.0,20
0.0,0.0,0.999983,81.9071478843689,1,16.800769090652466,2.83784,-0.0,0.0,16.616501331329346,-0.0,0.0,17.0789,0.0,0.0,20
60.0,182.756668825,0.999983,98.13669180870056,0.059431497382,16.20026922225952,2.83784,-0.0200585,0.0,16.040427446365356,-0.0077332,0.0541127,17.0789,3.64124,800.0,20
0.0,0.0,0.998052,115.15804409980774,1,16.989811420440674,2.83398,-0.0,0.0,16.834670543670654,-0.0,0.0,17.013,0.0,0.0,20
