MeanKL,MaxReturn,NumTrajs,AveragePolicyStd,MinReturn,Time,AverageReturn,ItrTime,MaxKL,StdReturn,LossBefore,ExplainedVariance,Entropy,TotalExecTime,LossAfter,Perplexity
0.115394,200.0,40,0.58088,0.0,6.233328104019165,50.0,6.233459234237671,1.61543,59.160797831,0.00804638,0.313828190692,1.73658,6.152661085128784,-0.0502661,5.67789
0.0369798,200.0,40,0.583788,0.0,12.561501264572144,77.5,6.323936223983765,0.339188,52.3808170994,0.0018531,0.57854730341,1.74463,6.234352111816406,-0.0161177,5.72376
0.0270389,200.0,40,0.58442,0.0,19.641330003738403,97.5,7.076156377792358,0.263581,47.3682383037,-0.0115536,0.668176616087,1.74555,7.0244340896606445,-0.0305417,5.72906
0.0309173,200.0,40,0.583455,0.0,25.642033338546753,110.0,5.9937217235565186,0.287312,37.4165738677,0.0143556,0.817982438641,1.73977,5.899747371673584,-0.00382029,5.69606
0.127079,200.0,40,0.585595,0.0,31.71677803993225,102.5,6.069108009338379,0.798483,47.3682383037,-0.00888699,0.713944349422,1.74695,5.982716798782349,-0.0442643,5.73709
0.0462488,200.0,40,0.584521,0.0,37.842886447906494,95.0,6.122334957122803,0.163579,54.5435605732,0.00642286,0.642467219998,1.74251,6.039737939834595,-0.0150835,5.71166
0.0711645,200.0,40,0.585838,100.0,43.95502328872681,117.5,6.107314348220825,0.344926,37.9967103839,-0.00878256,0.821085591887,1.74572,6.0519702434539795,-0.0321421,5.73003
