MaxReturn,AveragePolicyStd,LossAfter,MinReturn,NumTrajs,MeanKL,AverageReturn,Perplexity,MaxKL,LossBefore,TotalExecTime,Entropy,Time,StdReturn,ExplainedVariance,ItrTime
900.0,0.92455,-0.0180214,0.0,20,0.0724746,45.0,14.5788,0.737823,-0.000656337,18.024011611938477,2.67957,18.189647436141968,196.150452459,0.138227911299,18.189654111862183
3100.0,0.924139,-0.000898402,0.0,20,0.100477,1205.0,14.5692,0.253751,0.0230983,18.372066259384155,2.67891,36.73422980308533,1066.05581467,0.123877984123,18.540317058563232
25900.0,0.929546,-0.0530626,0.0,20,0.321822,17620.0,14.7384,1.04639,0.01323,17.664594411849976,2.69046,54.470646381378174,6492.11829837,0.463350287844,17.729347467422485
41500.0,0.932568,0.00467787,0.0,20,0.0158636,27835.0,14.8362,0.138128,0.0112616,17.32979106903076,2.69707,71.8646719455719,16356.4750176,0.843913661175,17.381476163864136
39900.0,0.93512,-0.0444805,32800.0,20,0.212457,37230.0,14.92,2.01278,-0.0082984,17.931529998779297,2.7027,89.9129331111908,1658.6440245,0.932192422122,18.026989936828613
40900.0,0.933146,0.00856129,0.0,20,0.0236029,25320.0,14.8582,0.41195,0.0143095,18.335128784179688,2.69855,108.36807751655579,17983.1198628,0.798552446075,18.440609455108643
40900.0,0.936352,-0.0112598,0.0,20,0.0138252,33565.0,14.9649,0.143318,-0.00572048,17.480143070220947,2.70571,125.92910981178284,13348.1562397,0.871273370189,17.53848361968994
