MinReturn,ExplainedVariance,StdReturn,Entropy,LossBefore,AverageReturn,Perplexity,AveragePolicyStd,ItrTime,MaxKL,NumTrajs,TotalExecTime,MaxReturn,Time,LossAfter,MeanKL
0.0,1,0.0,2.4367,-0.0,0.0,11.4353,0.82843,4.3379456996917725,0.0,40,4.28673243522644,0.0,4.3379411697387695,-0.0,0.0
0.0,0.544537318083,46.837484988,2.4367,0.0242542,7.5,11.4353,0.82843,4.30859899520874,0.146873,40,4.251466512680054,300.0,8.64933156967163,0.011778,0.00969658
0.0,0.480112324267,166.658333125,2.44883,0.0155323,35.0,11.5748,0.832984,4.809805631637573,0.127451,40,4.7712578773498535,1000.0,13.476386785507202,0.00274351,0.015202
0.0,0.418166379566,332.406001751,2.4566,0.00930382,127.5,11.665,0.836056,5.523292303085327,1.16527,40,5.477740526199341,1600.0,19.005271673202515,-0.0502423,0.137875
2000.0,0.701694746261,966.407652081,2.46125,-0.0296671,4042.5,11.7194,0.838453,4.347529411315918,1.93355,40,4.311745643615723,6000.0,23.362342357635498,-0.176617,0.948702
5700.0,0.961177131392,461.410879802,2.44641,-0.0091945,6990.0,11.5469,0.832299,3.2454659938812256,0.604646,40,3.201995849609375,7800.0,26.612102270126343,-0.0582976,0.477987
500.0,0.335812285065,867.896163144,2.44182,0.0254664,1777.5,11.4939,0.830948,4.174292802810669,3.56969,40,4.1295857429504395,3800.0,30.791412115097046,-0.264633,2.52298
