LossBefore,MaxKL,Perplexity,Entropy,AveragePolicyStd,MaxReturn,StdReturn,MinReturn,TotalExecTime,ExplainedVariance,MeanKL,LossAfter,AverageReturn,Time,NumTrajs,ItrTime
-0.0323371,6681.9,17.0795,2.83788,1.0,200.0,66.3324958071,0.0,16.565553665161133,0.135939576053,102.704,10.0825,40.0,16.79708242416382,20,16.79708957672119
0.000746734,3443.74,16.536,2.80554,0.983964,500.0,141.421356237,0.0,16.262309312820435,0.173184578435,59.2721,-10.1462,100.0,33.240580558776855,20,16.424843311309814
-0.00614683,26.1995,16.5422,2.80591,0.984167,400.0,102.46950766,0.0,16.31201171875,0.116595386707,0.235768,-0.0036457,50.0,49.648112535476685,20,16.373887300491333
-0.0149111,395.639,16.4914,2.80284,0.982647,400.0,114.01754251,0.0,17.93055009841919,0.146827602207,4.52483,0.585901,100.0,67.80494952201843,20,18.139179944992065
0.000455059,271.198,16.3689,2.79538,0.978989,800.0,212.77922831,0.0,16.334712028503418,0.223333849373,2.33647,0.251169,185.0,84.40386462211609,20,16.567614793777466
0.00873743,20786.9,16.3726,2.79561,0.979108,500.0,157.797338381,0.0,16.39752197265625,0.214768155537,371.777,36.38,110.0,100.97553873062134,20,16.545507669448853
0.00776872,224.858,16.4443,2.79998,0.981279,1200.0,300.790624854,0.0,16.712337493896484,0.206153609323,1.93196,-0.0732212,145.0,117.88055324554443,20,16.889536142349243
