MinReturn,MeanKL,ExplainedVariance,Entropy,ItrTime,MaxKL,Time,NumTrajs,LossBefore,TotalExecTime,Perplexity,LossAfter,StdReturn,MaxReturn,AverageReturn,AveragePolicyStd
100.0,1.73449,0.414636853386,2.79458,7.3639326095581055,27.9564,7.3639256954193115,40,-0.0218443,7.24988579750061,16.3558,-0.217466,519.32046946,2100.0,992.5,0.982009
100.0,0.144324,0.477982511978,2.77274,7.206307888031006,8.14011,14.57372260093689,40,0.01624,7.100569009780884,16.0024,-0.0228586,1265.28405902,4700.0,1757.5,0.97113
200.0,0.0793584,0.57680202354,2.78086,7.375220060348511,25.8196,21.95310091972351,40,0.0240419,7.309388875961304,16.1329,-0.00160342,1522.6108334,5800.0,2762.5,0.974793
200.0,0.174566,0.591265383053,2.79288,7.3784074783325195,13.1212,29.34186291694641,40,-0.0497876,7.296376943588257,16.328,-0.0844554,1599.40613979,6100.0,3120.0,0.980617
0.0,0.01772,0.67006606544,2.76799,7.160033226013184,2.2988,36.51304602622986,40,-0.0195453,7.106677770614624,15.9265,-0.0324528,1495.66038926,5800.0,3800.0,0.968082
0.0,0.0819731,0.630697927649,2.75821,7.9279985427856445,7.5967,44.4474778175354,40,-0.00990707,7.866518259048462,15.7716,-0.0410809,1754.27335384,5800.0,3255.0,0.962819
0.0,0.103235,0.666742740139,2.75326,6.986762762069702,3.35679,51.443501234054565,40,0.0182385,6.9413652420043945,15.6937,-0.027497,1472.98803457,6700.0,3367.5,0.960613
