Perplexity,MinReturn,ExplainedVariance,StdReturn,NumTrajs,LossBefore,MeanKL,MaxReturn,Entropy,AverageReturn,AveragePolicyStd,LossAfter,MaxKL,TotalExecTime,Time,ItrTime
17.1021,0.0,0.341046217601,146.287388383,20,0.00846967,159.714,600.0,2.8392,60.0,1.00066,23.447,18693.0,16.51596164703369,16.706114530563354,16.706122159957886
17.2476,0.0,1,0.0,20,-0.0,0.0,0.0,2.84767,0.0,1.00494,-0.0,0.0,17.04209017753601,34.05221080780029,17.325949668884277
17.2476,0.0,0.307963673628,21.7944947177,20,-0.0127173,0.00114886,100.0,2.84767,5.0,1.00494,-0.014338,0.0521144,16.918967723846436,51.151617765426636,17.081401109695435
17.1382,0.0,0.203244485736,279.060925248,20,-0.015447,0.495228,900.0,2.84131,125.0,1.00174,-0.23579,56.8688,17.635817527770996,69.0292055606842,17.81704568862915
17.0064,0.0,0.141363594827,21.7944947177,20,0.00629612,2.23481,100.0,2.83359,5.0,0.997902,-0.0937518,82.6276,15.255500316619873,84.45660471916199,15.420812606811523
17.06,0.0,0.048783417456,47.6969600708,20,-0.0170096,2.28323,200.0,2.83674,15.0,0.999477,-1.05363,287.454,15.49267578125,100.09073185920715,15.611180067062378
16.9155,0.0,0.197218425535,65.3834841531,20,-0.00521085,0.00800037,300.0,2.82823,15.0,0.995241,-0.00490823,1.5578,17.47620439529419,117.70423221588135,17.60560941696167
