AverageReturn,TotalExecTime,NumTrajs,MaxReturn,MinReturn,MaxKL,ItrTime,ExplainedVariance,MeanKL,LossAfter,Entropy,AveragePolicyStd,LossBefore,StdReturn,Perplexity,Time
555.0,25.34237790107727,20,3100.0,0.0,1.05188,25.501347303390503,0.383618948849,0.00600032,-0.00859381,3.08155,1.12957,-0.00354918,956.804577748,21.7921,25.501344203948975
185.0,23.214213371276855,20,1300.0,0.0,0.129563,23.301342010498047,0.319078056077,0.00203364,0.0170962,3.078,1.12757,0.0187041,353.942085658,21.7149,48.80783653259277
405.0,26.49567198753357,20,6700.0,0.0,0.0824662,26.543756008148193,0.405533677521,0.000623536,0.00582591,3.08735,1.13286,0.00742924,1455.49819649,21.9189,75.35699462890625
165.0,25.337125778198242,20,2600.0,0.0,0.0236329,25.465153455734253,0.26158617052,0.000406161,0.000556029,3.09107,1.13498,0.0018789,568.572774586,22.0005,100.82481122016907
215.0,24.810816287994385,20,1600.0,0.0,0.159707,25.013230800628662,0.2992612625,0.000869703,-0.0121165,3.09201,1.13555,-0.0104007,454.175076375,22.0212,125.84592461585999
220.0,23.69812774658203,20,2600.0,0.0,0.188447,23.782672882080078,0.333342302661,0.00194594,0.00854333,3.0868,1.13256,0.0107465,607.124369466,21.907,149.63088750839233
170.0,29.53816270828247,20,900.0,0.0,3.08427,29.645642280578613,0.370766673296,0.00660228,-0.00732311,3.09218,1.13561,-0.00201457,340.734500748,22.025,179.28451085090637
