Perplexity,LossBefore,AverageReturn,Time,ItrTime,MeanKL,Entropy,MinReturn,ExplainedVariance,TotalExecTime,LossAfter,StdReturn,NumTrajs,MaxReturn,MaxKL,AveragePolicyStd
11.7087,0.00172987,1225.0,8.726473808288574,8.726477861404419,0.0969455,2.46033,200.0,0.699058093837,8.66733169555664,-0.0167814,640.214807701,20,2300.0,0.448843,0.828509
11.7289,0.00227047,1655.0,17.2947998046875,8.565400838851929,0.0127123,2.46206,0.0,0.804987016486,8.494379043579102,-0.00342356,467.413093526,20,2100.0,0.119715,0.829465
11.7423,0.00264939,1775.0,25.611640214920044,8.31175708770752,0.0065719,2.4632,1000.0,0.901326384292,8.220459222793579,-0.000151116,266.223590239,20,2200.0,0.0267211,0.829932
11.7578,0.00246026,1890.0,33.66827583312988,8.052997350692749,0.00354443,2.46452,1400.0,0.903456973214,8.011263132095337,-9.21665e-05,238.537208838,20,2400.0,0.0230025,0.830406
11.7723,0.0107609,1715.0,42.242287397384644,8.566350936889648,0.00322239,2.46575,1500.0,0.893754990533,8.524991035461426,0.00873227,176.847391838,20,2100.0,0.0242952,0.831034
11.8358,-0.0140386,1875.0,50.8165009021759,8.570125102996826,0.00795616,2.47113,1300.0,0.905756566124,8.535613775253296,-0.0176655,186.74849397,20,2200.0,0.0551896,0.833348
11.753,-0.00777322,1840.0,59.17892909049988,8.357988834381104,0.00936287,2.46411,1600.0,0.90019630479,8.332244396209717,-0.0119877,215.406592285,20,2100.0,0.0520858,0.830416
