AverageReturn,StdReturn,AveragePolicyStd,MaxReturn,MeanKL,LossAfter,LossBefore,ItrTime,Entropy,MinReturn,TotalExecTime,Time,MaxKL,ExplainedVariance,NumTrajs,Perplexity
680.0,359.304884464,0.82843,1500.0,3.1182,-0.218336,-0.00880911,3.3202717304229736,2.4367,0.0,3.2823965549468994,3.3202717304229736,8.17351,0.280878125358,40,11.4353
4740.0,1620.77142127,0.822721,6900.0,0.0924219,-0.075428,-0.0396595,3.3844799995422363,2.42789,0.0,3.308518171310425,6.7069408893585205,1.06216,0.706603843691,40,11.335
6102.5,615.015243714,0.815566,7400.0,0.0535002,-0.0799472,-0.0429299,4.486106872558594,2.40806,5000.0,4.436123371124268,11.202823638916016,0.311398,0.921527914307,40,11.1124
6682.5,631.224009366,0.808495,7700.0,0.230683,-0.103332,-0.0581445,4.5508177280426025,2.3866,4300.0,4.49971079826355,15.76330041885376,0.491365,0.940036638892,40,10.8764
6822.5,501.740719894,0.797857,7600.0,0.809657,-0.125434,-0.0255618,3.7208192348480225,2.35753,5300.0,3.6566176414489746,19.49875831604004,1.99905,0.956308993186,40,10.5648
4490.0,794.92137976,0.794909,6000.0,3.06569,-0.302999,-0.0126264,4.350890874862671,2.34475,2400.0,4.285803556442261,23.85840940475464,5.5087,0.81439911393,40,10.4306
3087.5,775.947002056,0.79248,4400.0,1.62939,-0.150622,0.00420263,4.062361717224121,2.33843,1000.0,4.034145355224609,27.927573919296265,3.77717,0.637810590678,40,10.365
