MeanKL,ItrTime,LossAfter,MinReturn,StdReturn,TotalExecTime,Perplexity,AverageReturn,LossBefore,MaxKL,Time,Entropy,AveragePolicyStd,ExplainedVariance,MaxReturn,NumTrajs
0.455864,5.059473514556885,-0.0839308,0.0,156.444878472,5.0037150382995605,15.2117,155.0,0.00245238,4.77212,5.059468984603882,2.72206,0.947542,0.432626047404,400.0,20
0.0139171,4.694389343261719,-0.00304661,400.0,240.572234474,4.634610176086426,15.249,725.0,0.00453239,0.133016,9.759271383285522,2.72451,0.948587,0.817134196017,1500.0,20
0.0467118,4.699347257614136,-0.027147,100.0,227.156333832,4.662307262420654,15.2836,720.0,-0.0100445,0.336454,14.462419033050537,2.72678,0.949421,0.823874068677,900.0,20
0.068658,4.975680112838745,0.00872245,900.0,775.419241443,4.9357147216796875,15.207,1615.0,0.028581,0.179834,19.442957401275635,2.72176,0.94683,0.534983091436,3600.0,20
0.234042,4.773260831832886,-0.0398321,4300.0,3250.83066308,4.72934103012085,15.4259,10090.0,0.020208,0.427287,24.223501920700073,2.73605,0.953151,0.437253828551,15000.0,20
0.227035,4.786628007888794,-0.0571413,9600.0,1983.33053221,4.762196063995361,15.5826,15280.0,0.0040826,0.677279,29.014617681503296,2.74615,0.957732,0.929430141154,18000.0,20
0.17531,4.805684566497803,-0.0676027,14300.0,1866.085475,4.76384973526001,15.6144,17835.0,-0.017943,0.355056,33.828760623931885,2.74819,0.958681,0.853735231644,20500.0,20
