MinReturn,TotalExecTime,NumTrajs,LossAfter,AveragePolicyStd,ItrTime,StdReturn,Entropy,AverageReturn,MeanKL,ExplainedVariance,LossBefore,Perplexity,Time,MaxReturn,MaxKL
0.0,7.415114641189575,40,-0.196054,0.982009,7.480471134185791,593.079885007,2.79458,922.5,2.38965,0.307001826306,0.00373542,16.3558,7.480466365814209,2300.0,177.23
0.0,6.787724018096924,40,-0.0613094,0.985273,6.856546878814697,1419.67425841,2.79832,1355.0,0.225662,0.46575563321,-0.00525207,16.417,14.341723918914795,4500.0,5.31075
0.0,7.1898581981658936,40,-0.0649072,0.984331,7.284603834152222,1707.62261639,2.79569,3155.0,0.0638077,0.490168698993,-0.0396912,16.374,21.630890607833862,6300.0,10.6323
0.0,6.618211984634399,40,-0.0175626,0.974206,6.725335121154785,1737.7985355,2.77585,3042.5,0.052781,0.50729154673,0.00491937,16.0522,28.362189054489136,5100.0,2.66481
0.0,7.360758066177368,40,-0.045224,0.975194,7.39126443862915,1812.59310106,2.77831,3227.5,0.175249,0.520088583584,-0.0131062,16.0917,35.76046109199524,6200.0,36.3604
0.0,6.535085678100586,40,-0.0497212,0.97186,6.583783864974976,1630.25879847,2.77175,3502.5,0.147807,0.526244030635,-0.0108073,15.9866,42.3510377407074,5700.0,3.76026
0.0,6.577762126922607,40,-0.035199,0.968574,6.6327691078186035,2013.01856673,2.76635,3677.5,0.192117,0.55621590154,0.000844624,15.9005,48.99417972564697,6300.0,46.396
