MeanKL,LossBefore,AverageReturn,MaxKL,Time,TotalExecTime,ItrTime,MaxReturn,LossAfter,Entropy,ExplainedVariance,StdReturn,MinReturn,Perplexity,NumTrajs,AveragePolicyStd
0.0760109,0.0134944,195.0,0.206797,5.396770000457764,5.315221548080444,5.396776437759399,2600.0,-0.00877279,2.84416,0.0455221203678,590.317711068,0.0,17.1872,20,1.0032
0.0733932,-0.0144959,3110.0,0.231721,10.306570768356323,4.843862056732178,4.898042678833008,6500.0,-0.0377346,2.85766,0.230740544491,2178.73816692,0.0,17.4206,20,1.00998
0.0165888,-0.0207828,4645.0,0.0455699,14.874640703201294,4.52734637260437,4.560242414474487,11900.0,-0.0288417,2.85041,0.161497330293,3522.56653592,0.0,17.2948,20,1.00629
0.028382,-0.000691086,4470.0,0.110216,19.99194073677063,5.072371482849121,5.109148263931274,8200.0,-0.0103851,2.84002,0.1699945829,2447.05945984,500.0,17.1161,20,1.0011
0.0420616,0.0133852,4900.0,0.144594,25.089521408081055,5.053423881530762,5.088690757751465,8300.0,-0.00461654,2.83967,0.27654663313,1970.78664497,1500.0,17.1101,20,1.00096
0.0115047,-0.0134504,4495.0,0.0224536,30.281605005264282,5.1221959590911865,5.187044858932495,9400.0,-0.0186548,2.84636,0.199309233049,2763.598198,300.0,17.225,20,1.0043
0.0120495,-0.00429936,5940.0,0.0294473,35.426613330841064,5.0935070514678955,5.140200614929199,12200.0,-0.00943809,2.83964,0.264782977264,3118.39702411,1600.0,17.1096,20,1.00092
