MeanKL,Perplexity,MaxReturn,AveragePolicyStd,AverageReturn,TotalExecTime,Time,ItrTime,LossAfter,MaxKL,Entropy,ExplainedVariance,NumTrajs,StdReturn,LossBefore,MinReturn
0.197477,11.0609,200.0,0.805297,25.0,5.035055160522461,5.115992069244385,5.1159937381744385,-0.0303071,3.93732,2.40341,0.0453887472935,40,66.1437827766,0.00961225,0.0
0.0696737,11.1677,900.0,0.809147,122.5,4.71428370475769,9.879004001617432,4.757528305053711,-0.0191394,0.398356,2.41302,0.0691502627853,40,209.150065742,0.010794,0.0
0.142912,11.2281,1700.0,0.81155,730.0,4.549333333969116,14.470858573913574,4.589429140090942,-0.0372458,3.32151,2.41842,0.345169496733,40,522.589705218,0.0133784,0.0
0.183861,11.3035,4600.0,0.814454,2745.0,4.459675073623657,18.98871088027954,4.514145135879517,-0.0672416,2.52311,2.42511,0.563126812331,40,1198.32174311,-0.0056501,300.0
0.202633,11.2716,8300.0,0.813326,6430.0,4.64065408706665,23.676727294921875,4.678780794143677,-0.0936371,1.44204,2.42229,0.879070750842,40,990.75728612,-0.0393371,3400.0
0.0417889,11.0521,8400.0,0.805466,7342.5,4.70276141166687,28.46301245689392,4.7756242752075195,-0.0519395,3.39303,2.40262,0.892580499337,40,1505.80335702,-0.0260497,2300.0
0.038839,10.909,8200.0,0.799872,7550.0,4.631994247436523,33.150903940200806,4.6816582679748535,-0.0629699,4.86029,2.38959,0.935573756518,40,1019.80390272,-0.0420382,2000.0
