Perplexity,Time,LossBefore,TotalExecTime,LossAfter,ItrTime,AveragePolicyStd,Entropy,MaxReturn,MaxKL,AverageReturn,NumTrajs,ExplainedVariance,StdReturn,MeanKL,MinReturn
15.2117,5.981766700744629,0.00182839,5.904705047607422,-0.00476846,5.981770753860474,0.947542,2.72206,500.0,5.97634,320.0,20,0.783335424259,143.527000944,0.244335,0.0
15.2395,11.650115966796875,0.0173514,5.608682155609131,-0.0145859,5.661569833755493,0.948913,2.72389,300.0,2.85388,215.0,20,0.868332114315,65.3834841531,0.0945836,0.0
15.3723,17.08516764640808,-0.00644701,5.393800497055054,-0.0163648,5.427269458770752,0.952692,2.73257,400.0,0.110041,260.0,20,0.903746033762,58.3095189485,0.0147015,200.0
15.3228,27.093549728393555,0.0240509,9.971401691436768,0.0231931,10.003443717956543,0.951103,2.72934,400.0,3.47267,255.0,20,0.902021875737,58.9491306128,0.159596,200.0
15.5082,32.810906648635864,-0.0157245,5.670656681060791,-0.0222254,5.713603734970093,0.956992,2.74137,500.0,0.0927173,450.0,20,0.933109373852,59.160797831,0.0106382,300.0
15.3867,38.41667938232422,0.00404517,5.576321601867676,-0.00637456,5.60102653503418,0.953089,2.73351,500.0,0.226039,430.0,20,0.9305375632,64.0312423743,0.0193497,300.0
15.4179,44.093913316726685,-0.0368471,5.62743353843689,-0.0451613,5.670860290527344,0.954297,2.73553,500.0,0.494209,415.0,20,0.912899191955,79.2148975888,0.0255879,200.0
