MeanKL,ItrTime,LossAfter,AverageReturn,StdReturn,Time,MaxKL,LossBefore,Perplexity,AveragePolicyStd,NumTrajs,ExplainedVariance,Entropy,MinReturn,TotalExecTime,MaxReturn
0.516421,11.47507643699646,-0.0900803,1230.0,1122.98708808,11.475070238113403,3.10366,-0.00638961,14.1457,0.917354,20,0.118384072378,2.64941,100.0,11.387417793273926,4000.0
0.0615762,11.97786283493042,-0.0431049,20295.0,1206.43068595,23.46014714241028,0.14318,-0.0187047,14.0556,0.914464,20,0.931954447712,2.64302,17600.0,11.804727792739868,22900.0
0.00649676,11.817959547042847,-0.00528427,20625.0,633.936116655,35.292259216308594,0.0692024,0.00021042,13.9248,0.910635,20,0.982203538308,2.63367,19100.0,11.733167171478271,21400.0
0.0229803,11.937649011611938,-0.0247081,20715.0,479.869774001,47.241647481918335,0.179959,-0.0161329,13.9263,0.911136,20,0.98610524524,2.63378,19900.0,11.87457537651062,21500.0
0.0209242,12.28242564201355,-0.0028925,20770.0,313.209195267,59.53527474403381,0.0725549,0.00353172,13.8144,0.908304,20,0.988986673758,2.62571,19900.0,12.190539360046387,21200.0
0.053758,12.218655824661255,-0.0317111,20985.0,424.58803563,71.75861549377441,0.278912,-0.0154545,13.8388,0.908592,20,0.987456724734,2.62748,19900.0,12.166988372802734,21600.0
0.0945964,12.36037302017212,-0.0209537,20660.0,509.31326313,84.12978410720825,0.838798,0.00030078,13.7323,0.9056,20,0.987024181018,2.61975,19400.0,12.310488224029541,21300.0
