MinReturn,MaxKL,NumTrajs,LossBefore,ItrTime,MaxReturn,Entropy,AverageReturn,LossAfter,AveragePolicyStd,ExplainedVariance,StdReturn,TotalExecTime,Perplexity,Time,MeanKL
0.0,6.67386,40,0.00681336,7.766078948974609,1200.0,2.79458,297.5,-0.05685,0.982009,0.180525738934,319.755766172,7.625432968139648,16.3558,7.766072034835815,0.432942
900.0,4.66524,40,-0.0523183,8.304876565933228,4000.0,2.8014,2195.0,-0.121481,0.98543,0.505555601636,802.79200295,8.182106018066406,16.4676,16.07477569580078,0.23825
0.0,3.85074,40,-0.0498021,7.162042140960693,5500.0,2.77524,3477.5,-0.0836082,0.972845,0.669833831875,1301.4391073,7.113677978515625,16.0424,23.24204444885254,0.0815249
0.0,29.4208,40,-0.026052,7.219838857650757,5400.0,2.75034,3435.0,-0.0952306,0.961167,0.683601586509,1451.99001374,7.185737371444702,15.6479,30.467683792114258,0.341527
0.0,119.23,40,-0.0133421,7.868148565292358,6000.0,2.73731,3982.5,-0.0310116,0.954375,0.702513950689,1204.75879329,7.82205867767334,15.4454,38.342702865600586,0.177674
0.0,1.15548,40,-0.0108799,7.1410181522369385,6200.0,2.73064,4285.0,-0.0361553,0.95065,0.721060885221,1305.28732469,7.053257942199707,15.3427,45.49617624282837,0.0381893
2300.0,36.0739,40,-0.00970127,7.23895001411438,6800.0,2.7252,4490.0,-0.0533425,0.947766,0.768099271469,926.498785752,7.138378143310547,15.2595,52.737794637680054,0.24093
