NumTrajs,LossAfter,ItrTime,Entropy,MinReturn,MaxReturn,TotalExecTime,AverageReturn,StdReturn,LossBefore,Perplexity,ExplainedVariance,Time,MaxKL,AveragePolicyStd,MeanKL
20,0.000521213,31.789738655090332,2.7481,0.0,2100.0,31.4618923664093,715.0,803.912308651,0.0129898,15.613,0.407623042062,31.789732456207275,0.374153,0.956152,0.05145
20,-0.00514107,33.3838894367218,2.76109,0.0,5300.0,33.30942964553833,1610.0,1097.67937031,0.00396957,15.8171,0.52059724544,65.20590806007385,0.448533,0.962336,0.0567447
20,-0.000672487,33.063138008117676,2.76308,0.0,2600.0,32.79237484931946,1060.0,846.994687114,0.00487615,15.8486,0.491770576129,98.28461980819702,0.053096,0.963292,0.0104306
20,-0.0159775,32.83410143852234,2.76552,0.0,6900.0,32.49282908439636,1205.0,1560.60084583,-0.0108157,15.8873,0.362875713131,131.16849994659424,0.226376,0.964468,0.0206622
20,-0.015121,33.54538607597351,2.76011,0.0,24900.0,33.333945751190186,2690.0,5251.94249778,-0.0122163,15.8016,0.22079291213,164.72452783584595,0.0683292,0.961864,0.00937742
20,0.000744544,33.71724534034729,2.754,0.0,23600.0,33.56338024139404,2710.0,5027.21592932,-0.0100184,15.7053,0.271941355105,198.4963231086731,0.436093,0.958933,0.0737654
20,0.0096072,33.04162788391113,2.74899,0.0,2700.0,32.79928469657898,1270.0,795.047168412,0.0141274,15.6269,0.676749747677,231.54522919654846,0.042943,0.956531,0.00520703
