AveragePolicyStd,StdReturn,ItrTime,AverageReturn,MeanKL,LossBefore,Entropy,MaxKL,ExplainedVariance,LossAfter,Perplexity,MinReturn,Time,NumTrajs,TotalExecTime,MaxReturn
0.805297,255.734237051,4.972635269165039,190.0,0.86614,0.0169335,2.40341,8.69036,0.147059548467,-0.103467,11.0609,0.0,4.972628355026245,40,4.9052464962005615,1100.0
0.811666,793.941905935,4.640344858169556,3562.5,0.352532,-0.0591671,2.42035,3.17648,0.727404760149,-0.163624,11.2497,1900.0,9.617961883544922,40,4.585232973098755,5200.0
0.799722,2230.493219,4.80138897895813,5180.0,0.0449774,-0.0288123,2.39076,3.11517,0.660347740135,-0.0487918,10.9218,0.0,14.427772521972656,40,4.754290342330933,7800.0
0.794082,2057.99508017,4.62245512008667,5562.5,0.00980655,-0.0352227,2.37636,0.0624299,0.692249173153,-0.0453454,10.7656,0.0,19.055166244506836,40,4.573399066925049,7700.0
0.787137,1454.26957611,4.748533010482788,6140.0,0.0357849,-0.024612,2.35874,32.4924,0.796326013736,-0.0467033,10.5777,0.0,23.81133008003235,40,4.694789886474609,8000.0
0.782245,1696.73215329,4.771966457366943,6240.0,0.0535973,-0.0466226,2.34644,0.887368,0.753695030991,-0.0667921,10.4483,0.0,28.600401163101196,40,4.714838743209839,7700.0
0.773142,522.918492693,4.911022663116455,6657.5,0.0989259,-0.0439266,2.32313,3.50661,0.939684735358,-0.0751342,10.2075,5500.0,33.5173614025116,40,4.868207931518555,7800.0
