AverageReturn,Time,MaxReturn,AveragePolicyStd,ExplainedVariance,MeanKL,StdReturn,NumTrajs,Perplexity,LossBefore,LossAfter,Entropy,TotalExecTime,MaxKL,ItrTime,MinReturn
0.0,12.862515449523926,0.0,1.0,1,0.0,0.0,20,17.0795,-0.0,-0.0,2.83788,12.663380861282349,0.0,12.862521886825562,0.0
0.0,25.216485023498535,0.0,1.0,1,0.0,0.0,20,17.0795,-0.0,-0.0,2.83788,12.22386384010315,0.0,12.346436262130737,0.0
0.0,36.645724058151245,0.0,1.0,1,0.0,0.0,20,17.0795,-0.0,-0.0,2.83788,11.38978886604309,0.0,11.425590515136719,0.0
25.0,48.12827801704407,500.0,1.0,0.152597345906,0.554696,108.972473589,20,17.0795,-0.0165132,0.0410706,2.83788,11.33395504951477,57.0382,11.476555109024048,0.0
5.0,59.89379930496216,100.0,0.995883,0.0989824313935,7.20025,21.7944947177,20,16.939,0.00519009,-0.376881,2.82962,11.59538722038269,283.738,11.756448745727539,0.0
80.0,72.30059838294983,1200.0,0.997187,0.143442843545,122.969,263.818119165,20,16.9831,-0.017114,24.8799,2.83222,12.24514651298523,7363.52,12.397669315338135,0.0
0.0,83.04261183738708,0.0,0.992966,1,0.0,0.0,20,16.8383,-0.0,-0.0,2.82366,10.707364320755005,0.0,10.738166809082031,0.0
