NumTrajs,MaxKL,LossBefore,MeanKL,TotalExecTime,Time,AverageReturn,MaxReturn,LossAfter,ExplainedVariance,MinReturn,ItrTime,Perplexity,StdReturn,AveragePolicyStd,Entropy
20,2.61844,-0.00881068,0.849437,33.28328585624695,33.58534622192383,1970.0,5400.0,-0.106985,0.0929419569629,0.0,33.58535146713257,12.9461,1522.20235186,0.870797,2.5608
20,0.0671037,-0.00381181,0.00738007,31.106131076812744,64.84375429153442,51255.0,52800.0,-0.00915136,0.966312559365,49700.0,31.243886709213257,12.8326,997.73493474,0.86701,2.55199
20,0.671052,-0.000579543,0.13973,27.794660091400146,92.72389340400696,51860.0,52700.0,-0.0318454,0.972426494701,50300.0,27.869322299957275,12.8081,798.999374218,0.866126,2.55008
20,0.0541184,-0.00223495,0.0126236,27.95823884010315,120.78082847595215,51915.0,52700.0,-0.0064015,0.977794450448,50600.0,28.039790153503418,12.8044,610.143425762,0.865944,2.54979
20,0.0316403,-0.0160654,0.00140273,33.98661971092224,154.98528623580933,51740.0,52700.0,-0.0179537,0.966873208726,50200.0,34.19623613357544,12.7901,826.075057123,0.865459,2.54867
20,0.0505171,-0.0149931,0.00456498,32.44874668121338,187.68511486053467,51870.0,52800.0,-0.018207,0.971091713543,49800.0,32.695796489715576,12.6878,880.397637434,0.86198,2.54064
20,0.120015,-0.00828966,0.00453509,34.352802753448486,222.15859627723694,52085.0,53000.0,-0.0119533,0.974326629405,50300.0,34.457276582717896,12.593,730.256804145,0.858768,2.53314
