MinReturn,NumTrajs,AverageReturn,MeanKL,MaxKL,Perplexity,Time,StdReturn,LossBefore,LossAfter,MaxReturn,AveragePolicyStd,ItrTime,ExplainedVariance,Entropy,TotalExecTime
100.0,40,1027.5,1.08974,115.828,16.3558,7.458000421524048,701.066152371,-0.0118827,-0.124123,3400.0,0.982009,7.4580018520355225,0.277195224075,2.79458,7.354499816894531
0.0,40,2202.5,0.17557,10.1252,16.1626,14.769263505935669,1914.48263246,-0.0137772,-0.0601844,5600.0,0.975123,7.306539297103882,0.529695448515,2.7827,7.225795030593872
200.0,40,3040.0,0.0847529,2.4032,16.0516,22.1398868560791,1581.26531613,-0.0396695,-0.0741723,5500.0,0.971832,7.36442756652832,0.577481456218,2.77581,7.323487997055054
700.0,40,3477.5,0.100974,21.0198,15.7364,31.413318872451782,1215.41916638,-0.0306967,-0.0656706,5200.0,0.962105,9.264649868011475,0.645161982618,2.75598,9.142221689224243
400.0,40,3355.0,0.15226,9.74614,15.4967,38.72973966598511,1356.64107265,-0.0156356,-0.0528171,6000.0,0.954714,7.312392950057983,0.590953850499,2.74063,7.2515974044799805
500.0,40,3550.0,0.154935,20.957,15.376,45.7993848323822,1458.42380672,-0.0445421,-0.0875221,6200.0,0.951061,7.063905477523804,0.613823540171,2.73281,7.007477760314941
500.0,40,3730.0,0.125826,5.08228,15.0374,53.20946288108826,1264.55525779,-0.0268196,-0.0647256,5500.0,0.940587,7.403234004974365,0.645351465403,2.71054,7.353160619735718
