MaxKL,ItrTime,LossAfter,TotalExecTime,MinReturn,MeanKL,LossBefore,AveragePolicyStd,StdReturn,NumTrajs,MaxReturn,ExplainedVariance,Entropy,AverageReturn,Time,Perplexity
0.0,19.157699584960938,-0.0,19.03315043449402,0.0,0.0,-0.0,0.92455,0.0,20,0.0,1,2.67957,0.0,19.157694339752197,14.5788
0.0,20.012192964553833,-0.0,19.885594606399536,0.0,0.0,-0.0,0.92455,0.0,20,0.0,1,2.67957,0.0,39.17400932312012,14.5788
0.0,18.87233018875122,-0.0,18.79841446876526,0.0,0.0,-0.0,0.92455,0.0,20,0.0,1,2.67957,0.0,58.05109453201294,14.5788
0.0,19.62578248977661,-0.0,19.446739435195923,0.0,0.0,-0.0,0.92455,0.0,20,0.0,1,2.67957,0.0,77.70186138153076,14.5788
0.0,19.57684063911438,-0.0,19.411810874938965,0.0,0.0,-0.0,0.92455,0.0,20,0.0,1,2.67957,0.0,97.29449653625488,14.5788
0.0,17.9271502494812,-0.0,17.840527772903442,0.0,0.0,-0.0,0.92455,0.0,20,0.0,1,2.67957,0.0,115.22691607475281,14.5788
0.0,19.387211322784424,-0.0,19.288230180740356,0.0,0.0,-0.0,0.92455,0.0,20,0.0,1,2.67957,0.0,134.63432717323303,14.5788
