StdReturn,MaxKL,LossBefore,AveragePolicyStd,Entropy,TotalExecTime,MaxReturn,Time,ItrTime,MeanKL,AverageReturn,MinReturn,Perplexity,LossAfter,ExplainedVariance,NumTrajs
0.0,0.0,-0.0,1.0,2.83788,16.266792058944702,0.0,16.508498430252075,16.508504152297974,0.0,0.0,0.0,17.0795,-0.0,1,20
43.5889894354,101.836,-0.0164586,1.0,2.83788,16.024410724639893,200.0,32.841203689575195,16.313080549240112,1.22665,10.0,0.0,17.0795,0.0423144,0.140085144278,20
65.3834841531,111.498,-0.0167302,0.995895,2.82965,15.335797309875488,300.0,48.431546449661255,15.580273389816284,0.991598,15.0,0.0,16.9395,0.063276,0.0666083469947,20
130.766968306,0.0130449,0.00431605,0.991741,2.82128,17.894273281097412,600.0,66.61266613006592,18.173715353012085,0.00162765,30.0,0.0,16.7984,0.00224672,0.0926881303046,20
79.2148975888,3175.49,0.00191156,0.992809,2.82344,16.136386156082153,300.0,83.02055478096008,16.34180974960327,49.0513,35.0,0.0,16.8347,4.08694,0.208178893755,20
120.312094155,2542.22,-0.0171372,0.99329,2.8244,15.868552684783936,500.0,99.09458899497986,16.069859743118286,26.8459,45.0,0.0,16.8508,4.15606,0.0998974255864,20
21.7944947177,1.56821,0.00276374,0.989045,2.81583,16.809657096862793,100.0,116.07333970069885,16.960914611816406,0.0144417,5.0,0.0,16.707,0.0015571,0.100543787912,20
