StdReturn,MinReturn,LossAfter,AverageReturn,MaxKL,MeanKL,TotalExecTime,NumTrajs,ItrTime,Entropy,Time,ExplainedVariance,Perplexity,MaxReturn,LossBefore,AveragePolicyStd
21.7944947177,0.0,7.03481,5.0,2975.86,49.2715,17.3952374458313,20,17.69659686088562,2.83788,17.696590662002563,0.139953366353,17.0795,100.0,0.0128419,1.0
87.1779788708,0.0,-0.190885,20.0,344.998,3.28601,16.545405864715576,20,16.846329927444458,2.85072,34.56634283065796,0.134088192171,17.3002,400.0,0.00738969,1.00645
0.0,0.0,-0.0,0.0,0.0,0.0,16.205275297164917,20,16.399262189865112,2.85441,50.98803186416626,1,17.3643,0.0,-0.0,1.00833
87.1779788708,0.0,0.130305,20.0,81.3782,1.21927,16.474581003189087,20,16.589686393737793,2.85441,67.60881114006042,0.0588940095511,17.3643,400.0,-0.00341908,1.00833
326.917420766,0.0,-20.317,75.0,5089.22,198.106,17.473358631134033,20,17.634326934814453,2.8527,85.24803829193115,0.38360320894,17.3346,1500.0,-0.0101173,1.00746
110.0,0.0,0.951209,30.0,784.913,7.18292,16.998321771621704,20,17.131293296813965,2.84765,102.39800834655762,0.120845164864,17.2471,500.0,-0.00896638,1.00492
0.0,0.0,-0.0,0.0,0.0,0.0,16.754724502563477,20,17.087145805358887,2.84316,119.48737168312073,1,17.17,0.0,-0.0,1.00269
