Perplexity,MinReturn,ExplainedVariance,NumTrajs,AverageReturn,StdReturn,MaxReturn,Time,TotalExecTime,MeanKL,Entropy,LossBefore,LossAfter,ItrTime,AveragePolicyStd,MaxKL
17.2706,0.0,1,20,0.0,0.0,0.0,10.528943538665771,10.45682954788208,0.0,2.849,-0.0,-0.0,10.528949737548828,1.00568,0.0
17.2706,0.0,0.0712706945241,20,5.0,21.7944947177,100.0,21.35901403427124,10.720691680908203,0.031898,2.849,0.0140731,0.00975419,10.821290493011475,1.00568,3.36562
17.3925,0.0,1,20,0.0,0.0,0.0,31.667336225509644,10.249134302139282,0.0,2.85604,-0.0,-0.0,10.282583475112915,1.0092,0.0
17.3925,0.0,0.0953752505627,20,45.0,124.398553046,500.0,42.50496530532837,10.733439207077026,0.079852,2.85604,0.000561845,0.00588732,10.831799507141113,1.0092,9.91408
17.3974,0.0,0.143806280669,20,25.0,88.7411967465,400.0,53.426299810409546,10.841197967529297,3.93045,2.85632,0.00431616,0.912282,10.907791137695312,1.00937,486.111
17.435,0.0,0.0436783835038,20,20.0,50.9901951359,200.0,63.95411396026611,10.470499992370605,0.00285974,2.85848,-0.0239285,-0.0252005,10.509755373001099,1.01048,0.371052
17.2276,0.0,1,20,0.0,0.0,0.0,74.8335509300232,10.784396886825562,0.0,2.84651,-0.0,-0.0,10.872834205627441,1.0044,0.0
