ExplainedVariance,MinReturn,ItrTime,LossAfter,LossBefore,MeanKL,Entropy,AverageReturn,MaxReturn,MaxKL,TotalExecTime,AveragePolicyStd,Perplexity,StdReturn,Time,NumTrajs
0.103054853745,0.0,17.382081747055054,-1.47772,0.00678571,2.0363,2.8392,50.0,700.0,357.488,17.0837562084198,1.00066,17.1021,156.524758425,17.382075548171997,20
0.548049127181,0.0,16.40248417854309,0.0094792,0.0110636,0.00124234,2.84599,10.0,200.0,0.120734,16.08379030227661,1.00406,17.2185,43.5889894354,33.79115080833435,20
1,0.0,17.340874910354614,-0.0,-0.0,0.0,2.85152,0.0,0.0,0.0,17.16007685661316,1.00685,17.314,0.0,51.14029908180237,20
1,0.0,17.661972045898438,-0.0,-0.0,0.0,2.85152,0.0,0.0,0.0,17.507020473480225,1.00685,17.314,0.0,68.82989501953125,20
1,0.0,17.431796312332153,-0.0,-0.0,0.0,2.85152,0.0,0.0,0.0,17.28630304336548,1.00685,17.314,0.0,86.3105959892273,20
0.221599135549,0.0,16.40950345993042,1.73889,0.00409436,9.27892,2.85152,15.0,300.0,1048.17,16.290995359420776,1.00685,17.314,65.3834841531,102.76997375488281,20
1,0.0,16.474937677383423,-0.0,-0.0,0.0,2.85357,0.0,0.0,0.0,16.27565050125122,1.00788,17.3495,0.0,119.30601811408997,20
