Perplexity,MeanKL,Time,LossAfter,AverageReturn,MaxReturn,StdReturn,Entropy,ItrTime,LossBefore,ExplainedVariance,NumTrajs,TotalExecTime,MinReturn,AveragePolicyStd,MaxKL
14.1457,0.0744183,11.67361831665039,0.0165943,155.0,400.0,139.55285737,2.64941,11.673625707626343,0.0433178,0.502415318527,20,11.491741418838501,0.0,0.917354,1.74753
14.772,0.0558891,23.015204668045044,-0.0235882,315.0,600.0,131.434394281,2.69273,11.332088232040405,-0.00178456,0.804272961554,20,11.223319292068481,0.0,0.936651,0.352524
14.7588,0.0397607,35.03863167762756,0.000136916,510.0,1000.0,232.163735325,2.69184,12.019047737121582,0.015908,0.67176227462,20,11.906012773513794,0.0,0.935942,0.233297
14.8767,0.0707949,46.90407204627991,-0.00343464,780.0,2000.0,427.317212384,2.69979,11.85973334312439,0.0155847,0.511812859002,20,11.807363748550415,300.0,0.940098,0.374515
14.993,0.239322,58.41994261741638,-0.0661699,8420.0,13700.0,3021.02631567,2.70759,11.508992910385132,0.00348265,0.40513606398,20,11.467516899108887,2700.0,0.94376,0.927594
15.0192,0.0148136,69.82390785217285,-0.032501,20740.0,22300.0,1042.7847333,2.70933,11.386018514633179,-0.0252646,0.963390010705,20,11.30504059791565,18400.0,0.944466,0.142197
14.8306,0.192163,81.48547983169556,-0.0628098,20940.0,22700.0,1520.98652197,2.6967,11.644510984420776,-0.0153438,0.948615743431,20,11.594115495681763,17100.0,0.938841,0.606131
