Perplexity,MinReturn,AverageReturn,ItrTime,NumTrajs,MaxReturn,Time,MaxKL,StdReturn,LossBefore,Entropy,LossAfter,ExplainedVariance,MeanKL,AveragePolicyStd,TotalExecTime
15.3903,0.0,125.0,11.881792545318604,20,1500.0,11.881787300109863,0.600481,337.453700528,0.00182133,2.73374,-0.0176874,0.127704196044,0.102935,0.949513,11.763836145401001
15.4184,0.0,6790.0,11.736216306686401,20,17800.0,23.622323513031006,0.432009,6381.68473054,0.000856131,2.73556,-0.0281405,0.740009465203,0.101573,0.950207,11.603083848953247
15.425,0.0,8975.0,11.549247026443481,20,20700.0,35.175989627838135,0.196541,7206.44676661,0.00467705,2.73599,-0.0132073,0.639868330377,0.0668876,0.950394,11.47455096244812
15.4611,4900.0,16085.0,11.424328088760376,20,23200.0,46.6074481010437,0.259752,6775.49075713,-0.0160359,2.73833,-0.0347884,0.71149560518,0.0498052,0.951494,11.346575498580933
15.3376,200.0,17545.0,11.796719789505005,20,22900.0,58.41177177429199,0.129956,5708.54403504,-0.0207455,2.73031,-0.0328183,0.819410248784,0.027051,0.947689,11.713864803314209
15.1793,0.0,18215.0,12.245563268661499,20,22400.0,70.6658046245575,0.407015,4609.04274226,-0.0307929,2.71994,-0.0621633,0.849240178533,0.146641,0.942791,12.202364683151245
14.9474,1700.0,12515.0,11.55481219291687,20,21400.0,82.23031306266785,0.431859,6708.59709626,0.00503111,2.70454,-0.0304906,0.694733345111,0.1718,0.935526,11.416646480560303
