MeanKL,LossBefore,NumTrajs,Time,ExplainedVariance,StdReturn,MaxKL,AverageReturn,MaxReturn,TotalExecTime,LossAfter,Entropy,AveragePolicyStd,ItrTime,Perplexity,MinReturn
0.165034,0.0192005,40,3.846184492111206,0.470407021496,173.997126413,1.52866,235.0,700.0,3.7760541439056396,-0.0259303,2.4367,0.82843,3.8461925983428955,11.4353,0.0
0.0243757,0.00697665,40,8.900625944137573,0.377258245271,239.739441895,0.0819094,395.0,1300.0,5.000135660171509,-0.00427018,2.4559,0.836998,5.048884868621826,11.657,100.0
0.128232,0.0330532,40,12.644439935684204,0.383091616106,294.268160017,0.639922,512.5,1100.0,3.677589178085327,0.00542458,2.45939,0.837828,3.739687204360962,11.6977,0.0
0.30674,-0.00244842,40,15.89073634147644,0.371121579164,469.940155765,1.5984,937.5,2300.0,3.2034170627593994,-0.0695898,2.47592,0.844309,3.2374234199523926,11.8926,200.0
1.01224,-0.0286068,40,19.372419834136963,0.786431797628,860.374191849,2.26417,4597.5,6100.0,3.441154956817627,-0.138005,2.47469,0.843369,3.4724748134613037,11.8781,2100.0
2.38243,-0.0261441,40,23.4928617477417,0.909214291953,607.433123891,5.05761,5455.0,7000.0,4.05637264251709,-0.25152,2.46039,0.837378,4.114546537399292,11.7094,3900.0
2.46152,-0.00612339,40,27.318082809448242,0.69284291939,633.201192355,5.7312,3017.5,4400.0,3.786349296569824,-0.204561,2.44732,0.831408,3.8186097145080566,11.5573,1800.0
