StdReturn,ExplainedVariance,TotalExecTime,Perplexity,Time,Entropy,AverageReturn,MaxReturn,LossBefore,ItrTime,AveragePolicyStd,MaxKL,MinReturn,LossAfter,NumTrajs,MeanKL
615.223536611,0.256228775388,4.932143211364746,11.0609,5.025915861129761,2.40341,950.0,2600.0,0.00721074,5.025923490524292,0.805297,7.42099,0.0,-0.108576,40,0.694358
2044.00189579,0.635453237447,4.763208627700806,11.1409,9.86878228187561,2.41062,4657.5,7500.0,0.00191084,4.83936333656311,0.808542,0.440976,0.0,-0.0249052,40,0.0752391
919.099423349,0.841395622921,4.6625306606292725,11.1515,14.568708419799805,2.41158,5697.5,7400.0,-0.0300947,4.691586256027222,0.808791,2.03911,3400.0,-0.0687611,40,0.128557
1501.59082309,0.780933735595,4.77913236618042,10.985,19.397818565368652,2.39653,5535.0,7700.0,-0.0125279,4.824787139892578,0.802555,0.548565,1400.0,-0.0464897,40,0.0845301
750.849518878,0.9059689094,4.725028038024902,10.9164,24.170809030532837,2.39027,6085.0,7200.0,-0.058708,4.7678093910217285,0.799968,0.390488,4100.0,-0.0891056,40,0.0611587
988.429941878,0.880465226956,4.9005348682403564,10.6006,29.13711667060852,2.36091,6147.5,7600.0,-0.0478926,4.959170579910278,0.78821,4.69738,2700.0,-0.0637406,40,0.0182272
815.337353492,0.923351925806,4.743329048156738,10.3498,33.96168231964111,2.33697,6535.0,7600.0,-0.0473709,4.8112077713012695,0.778685,1.69836,4000.0,-0.0784808,40,0.054659
