StdReturn,Perplexity,MinReturn,MaxKL,LossBefore,TotalExecTime,ExplainedVariance,LossAfter,MeanKL,ItrTime,Time,Entropy,AveragePolicyStd,AverageReturn,NumTrajs,MaxReturn
506.433608679,13.0471,200.0,0.360492,0.0228932,12.35066032409668,0.169256417118,0.00115858,0.0962185,12.480725526809692,12.480719327926636,2.56857,0.87453,505.0,20,2000.0
1897.33365542,13.3493,1400.0,0.345013,0.00708592,12.42539095878601,0.271569834113,-0.0368223,0.159484,12.528389692306519,25.017542362213135,2.59146,0.884788,5125.0,20,9000.0
2136.88441428,13.3967,12200.0,0.0821506,-0.0305923,13.050447463989258,0.845035759222,-0.0428518,0.0345279,13.115251541137695,38.149227142333984,2.59501,0.886425,16835.0,20,19600.0
1662.40789219,13.1933,13100.0,0.11204,-0.0174416,12.75071930885315,0.866314577818,-0.0318005,0.0470902,12.853776931762695,51.031654596328735,2.57971,0.879335,16220.0,20,19600.0
1390.32370332,13.0787,14800.0,0.0739434,-0.0349419,12.379096984863281,0.928628789253,-0.0409018,0.0129641,12.500070333480835,63.54626774787903,2.57099,0.875547,18400.0,20,20100.0
1091.4554503,12.8522,16200.0,0.0751244,-0.00661633,12.179154634475708,0.950300379588,-0.0152684,0.0203806,12.267290830612183,75.82318091392517,2.55352,0.867799,18265.0,20,20100.0
1094.48618082,12.8098,15000.0,0.222618,0.000135392,12.682095766067505,0.942440180407,-0.0200654,0.0866686,12.747848272323608,88.58932161331177,2.55021,0.866202,18510.0,20,19900.0
