MeanKL,MinReturn,MaxReturn,NumTrajs,AveragePolicyStd,LossBefore,TotalExecTime,MaxKL,StdReturn,Entropy,ExplainedVariance,AverageReturn,Time,Perplexity,ItrTime,LossAfter
0.0392514,0.0,6100.0,20,0.949513,0.0195304,7.1567347049713135,0.339124,1529.90195764,2.73374,0.472122083505,1380.0,7.249121427536011,15.3903,7.249128341674805,0.00965897
0.103344,1000.0,16800.0,20,0.958647,-0.0100907,7.061328172683716,0.283714,4623.47001721,2.75327,0.295244378168,7245.0,14.399927854537964,15.6939,7.1457672119140625,-0.0403593
0.0762806,0.0,20500.0,20,0.956247,-0.00137037,7.0939671993255615,0.371735,5608.10796972,2.74822,0.680126721107,14525.0,21.56104826927185,15.6149,7.158702611923218,-0.0235792
0.0145751,0.0,21200.0,20,0.955903,-0.0128265,7.215888500213623,0.0938377,7556.74533116,2.74754,0.787963714595,15660.0,28.82129669189453,15.6042,7.249919891357422,-0.0185509
0.0540495,0.0,21600.0,20,0.95286,0.00535965,8.117759704589844,0.907986,7236.80005251,2.74113,0.71514254258,16215.0,37.00936532020569,15.5044,8.184654951095581,-0.0204498
0.00758793,0.0,21700.0,20,0.954158,0.00575995,7.038831949234009,0.0503492,8486.5938397,2.7438,0.534624180818,10115.0,44.14439034461975,15.546,7.11853289604187,-0.000160791
0.0256028,0.0,21900.0,20,0.955591,0.0111351,7.249962329864502,0.27966,8123.2921282,2.74668,0.764725693327,14575.0,51.47228288650513,15.5909,7.3135926723480225,-0.00353931
