StdReturn,TotalExecTime,ItrTime,Perplexity,LossBefore,AveragePolicyStd,Entropy,NumTrajs,Time,AverageReturn,LossAfter,MinReturn,ExplainedVariance,MaxReturn,MeanKL,MaxKL
78.1024967591,4.824935674667358,4.8737404346466064,15.2117,-0.0230059,0.947542,2.72206,20,4.873737573623657,30.0,-0.0545951,0.0,0.110534078295,300.0,0.0787099,0.714786
142.390308659,4.537966728210449,4.587975978851318,14.8657,-0.00554731,0.936605,2.69906,20,9.464881658554077,235.0,-0.0431694,0.0,0.656563028263,400.0,0.0898612,0.639851
85.2936105462,4.72507119178772,4.763160467147827,14.8245,0.0336657,0.935087,2.69628,20,14.235748767852783,415.0,0.00905157,300.0,0.90200036388,600.0,0.0961859,1.05032
226.439837484,4.822076082229614,4.872612237930298,15.0762,-0.00498093,0.942886,2.71311,20,19.112452745437622,935.0,-0.0284972,600.0,0.859221162566,1400.0,0.0708075,0.358438
1723.79668175,4.6479432582855225,4.694230556488037,15.0387,-0.000876013,0.941567,2.71062,20,23.821230173110962,3395.0,-0.0515805,1300.0,0.321217035174,7300.0,0.19604,0.374918
1331.39025083,4.706368684768677,4.745575666427612,15.0321,0.0051792,0.940859,2.71019,20,28.570533990859985,17080.0,-0.0169032,14200.0,0.945062685023,18700.0,0.0554994,0.241754
1927.97821564,4.685007572174072,4.7128565311431885,15.0711,-0.0120205,0.942284,2.71278,20,33.294368267059326,16630.0,-0.0603005,11900.0,0.798648986794,19700.0,0.183968,0.316793
