AverageReturn,ItrTime,MinReturn,ExplainedVariance,LossBefore,TotalExecTime,Perplexity,MaxKL,Entropy,NumTrajs,MaxReturn,StdReturn,LossAfter,MeanKL,Time,AveragePolicyStd
685.0,33.511462450027466,0.0,0.067604706773,0.0091251,33.261165380477905,12.9461,1.16224,2.5608,20,2800.0,860.973286461,-0.0363969,0.315688,33.511457204818726,0.870797
27345.0,31.689168214797974,13000.0,0.541611453345,0.00531865,31.53002905845642,13.0648,2.05827,2.56992,20,34000.0,5025.88051987,-0.0866976,0.746444,65.21535158157349,0.874744
47885.0,33.47911548614502,44400.0,0.915359712022,-0.0133204,33.20240902900696,13.0996,1.3601,2.57258,20,51700.0,2206.4167784,-0.089785,0.635204,98.70499992370605,0.87597
49995.0,34.05055785179138,47100.0,0.956582059787,-0.0209552,33.895275592803955,13.0126,0.115268,2.56592,20,52400.0,1147.8131381,-0.0291234,0.0579256,132.78893852233887,0.872981
52155.0,33.72842240333557,51300.0,0.982304952123,-0.00416149,33.56915807723999,12.877,0.0967741,2.55544,20,52900.0,429.50552965,-0.0101708,0.0262696,166.53844094276428,0.868392
52085.0,34.177162885665894,48100.0,0.977283477386,-0.0073865,33.97411251068115,12.8503,0.10309,2.55336,20,53000.0,1080.40501665,-0.0115701,0.00347106,200.73203372955322,0.867529
52195.0,31.505807399749756,50700.0,0.978487193222,0.00336028,31.24467945098877,12.8029,0.153901,2.54967,20,52900.0,523.90361709,-0.00328595,0.0280971,232.2587034702301,0.865918
