MaxReturn,ItrTime,Time,AveragePolicyStd,StdReturn,NumTrajs,Perplexity,MaxKL,ExplainedVariance,LossBefore,AverageReturn,MeanKL,Entropy,TotalExecTime,LossAfter,MinReturn
1400.0,5.6747095584869385,5.67470645904541,0.95435,470.398767005,20,15.4937,0.537791,0.692958665007,0.00974182,885.0,0.0669878,2.74043,5.574188470840454,-0.0104864,0.0
1300.0,5.709824085235596,11.387305736541748,0.958393,330.870065131,20,15.6454,0.29385,0.851723449015,-0.000781938,1055.0,0.0358686,2.75018,5.6424431800842285,-0.0201964,0.0
1300.0,5.617576837539673,17.010146617889404,0.958372,230.217288664,20,15.6392,0.341021,0.905841523312,0.00755469,1100.0,0.0434457,2.74978,5.556546926498413,-0.0112553,300.0
1300.0,5.81768274307251,22.832014799118042,0.960247,419.046536795,20,15.6984,0.37225,0.743600695472,-0.000877159,920.0,0.0295604,2.75356,5.788538694381714,-0.0149777,0.0
1400.0,5.781646966934204,28.618685245513916,0.96012,461.410879802,20,15.6915,0.360476,0.708046811776,0.0213198,890.0,0.0362721,2.75312,5.747395038604736,0.00158798,0.0
1600.0,5.806437730789185,34.43152976036072,0.96521,155.241746963,20,15.8597,0.0954333,0.934092362201,0.000206175,1170.0,0.0190887,2.76378,5.763007402420044,-0.00793046,800.0
2300.0,5.860705614089966,40.29996204376221,0.965172,272.534401498,20,15.8614,0.128611,0.889432464964,-0.00283612,1235.0,0.0206577,2.76389,5.82196569442749,-0.0116488,900.0
