Entropy,StdReturn,Perplexity,MaxReturn,ItrTime,LossAfter,AverageReturn,TotalExecTime,AveragePolicyStd,Time,NumTrajs,MaxKL,MinReturn,LossBefore,ExplainedVariance,MeanKL
2.56857,0.0,13.0471,0.0,11.532543659210205,-0.0,0.0,11.450520038604736,0.87453,11.532537698745728,20,0.0,0.0,-0.0,1,0.0
2.56857,65.3834841531,13.0471,300.0,11.779906749725342,0.00343692,15.0,11.724351406097412,0.87453,23.31827473640442,20,0.0120623,0.0,0.00539989,0.016954450934,0.00520833
2.57127,43.5889894354,13.0824,200.0,11.971060037612915,0.00969383,10.0,11.937236547470093,0.875691,35.30207180976868,20,0.177059,0.0,0.0286199,0.0356806894391,0.0531317
2.58558,1008.95986045,13.271,3500.0,11.709099292755127,-0.0401828,1100.0,11.676371335983276,0.881844,47.0152108669281,20,0.212901,0.0,-0.00524747,0.150759494179,0.111196
2.58296,2439.97438511,13.2362,17500.0,11.76873254776001,-0.0490444,12505.0,11.668237209320068,0.880546,58.7913920879364,20,0.157415,8700.0,-0.0194436,0.599252825631,0.0759218
2.57323,1120.83674101,13.1081,20700.0,12.014428853988647,-0.044351,18485.0,11.833601474761963,0.876352,70.81121230125427,20,0.110746,16100.0,-0.0357922,0.932383504982,0.0193334
2.55534,1655.77776287,12.8756,21000.0,11.791565895080566,-0.0438373,18920.0,11.748563051223755,0.868462,82.6203339099884,20,0.0598105,15000.0,-0.0346219,0.915461724164,0.018423
