Entropy,Perplexity,MeanKL,MaxReturn,NumTrajs,AverageReturn,LossBefore,ExplainedVariance,AveragePolicyStd,MaxKL,LossAfter,Time,TotalExecTime,ItrTime,StdReturn,MinReturn
2.69307,14.777,0.0,0.0,20,0.0,-0.0,1,0.930467,0.0,-0.0,5.320191383361816,5.261662721633911,5.320195913314819,0.0,0.0
2.69307,14.777,0.0,0.0,20,0.0,-0.0,1,0.930467,0.0,-0.0,10.996206521987915,5.623926401138306,5.673141241073608,0.0,0.0
2.69307,14.777,0.0,0.0,20,0.0,-0.0,1,0.930467,0.0,-0.0,16.503968715667725,5.465351343154907,5.499616861343384,0.0,0.0
2.69307,14.777,0.0,0.0,20,0.0,-0.0,1,0.930467,0.0,-0.0,21.752514123916626,5.1990156173706055,5.236165285110474,0.0,0.0
2.69307,14.777,0.0,0.0,20,0.0,-0.0,1,0.930467,0.0,-0.0,26.254761934280396,4.46427845954895,4.499570608139038,0.0,0.0
2.69307,14.777,0.0,0.0,20,0.0,-0.0,1,0.930467,0.0,-0.0,30.754535675048828,4.476522922515869,4.494713068008423,0.0,0.0
2.69307,14.777,0.0,0.0,20,0.0,-0.0,1,0.930467,0.0,-0.0,35.463801860809326,4.6615071296691895,4.7064080238342285,0.0,0.0
